"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"7422" "742.2 Other termination of pregnancy : dilation and evacuation, curettage" "7422" "742.2 Other termination of pregnancy : dilation and evacuation, curettage"
"7423" "742.3 Other termination of pregnancy : intra-amniotic injection" "7423" "742.3 Other termination of pregnancy : intra-amniotic injection"
"743" "743 Extra-uterine removal of ectopic gestation" "743" "743 Extra-uterine removal of ectopic gestation"
"7431" "743.1 Extra-uterine removal of ectopic gestation : with sterilisation" "7431" "743.1 Extra-uterine removal of ectopic gestation : with sterilisation"
"744" "744 Hysterectomy, gravid uterus" "744" "744 Hysterectomy, gravid uterus"
"746" "746 Amniocentesis" "746" "746 Amniocentesis"
"7461" "746.1 Amniocentesis : amniogram" "7461" "746.1 Amniocentesis : amniogram"
"7462" "746.2 Amniocentesis : intra-amniotic injection, not otherwise stated" "7462" "746.2 Amniocentesis : intra-amniotic injection, not otherwise stated"
"7463" "746.3 Amniocentesis : amnioscopy" "7463" "746.3 Amniocentesis : amnioscopy"
"747" "747 Intra-uterine transfusion" "747" "747 Intra-uterine transfusion"
"748" "748 Other ante-natal operation or manipulation" "748" "748 Other ante-natal operation or manipulation"
"7481" "748.1 Other ante-natal operation or manipulation : visual (optic fibre) inspection of foetus" "7481" "748.1 Other ante-natal operation or manipulation : visual (optic fibre) inspection of foetus"
"749" "749 Artificial rupture of membranes" "749" "749 Artificial rupture of membranes"
"750" "750 Other surgical induction" "750" "750 Other surgical induction"
"752" "752 Internal version" "752" "752 Internal version"
"753" "753 Foetal surgery" "753" "753 Foetal surgery"
"754" "754 Forceps - high" "754" "754 Forceps - high"
"7541" "754.1 Forceps - high : with episiotomy" "7541" "754.1 Forceps - high : with episiotomy"
"755" "755 Forceps - mid, not otherwise stated" "755" "755 Forceps - mid, not otherwise stated"
"7551" "755.1 Forceps - mid, not otherwise stated : with episiotomy" "7551" "755.1 Forceps - mid, not otherwise stated : with episiotomy"
"756" "756 Forceps - low or outlet" "756" "756 Forceps - low or outlet"
"7561" "756.1 Forceps - low or outlet : with episiotomy" "7561" "756.1 Forceps - low or outlet : with episiotomy"
"7562" "756.2 Forceps - low or outlet : low, not otherwise stated" "7562" "756.2 Forceps - low or outlet : low, not otherwise stated"
"7563" "756.3 Forceps - low or outlet : with episiotomy" "7563" "756.3 Forceps - low or outlet : with episiotomy"
"7564" "756.4 Forceps - low or outlet : outlet, not otherwise stated" "7564" "756.4 Forceps - low or outlet : outlet, not otherwise stated"
"757" "757 Forceps - breech" "757" "757 Forceps - breech"
"7571" "757.1 Forceps - breech : with episiotomy" "7571" "757.1 Forceps - breech : with episiotomy"
"758" "758 Other traction" "758" "758 Other traction"
"7581" "758.1 Other traction : ventous : vacuum extraction" "7581" "758.1 Other traction : ventous : vacuum extraction"
"7582" "758.2 Other traction : scalp forceps" "7582" "758.2 Other traction : scalp forceps"
"759" "759 Other delivery operation or manipulation" "759" "759 Other delivery operation or manipulation"
"7591" "759.1 Other delivery operation or manipulation : replacement of cord" "7591" "759.1 Other delivery operation or manipulation : replacement of cord"
"7592" "759.2 Other delivery operation or manipulation : rotation with forceps" "7592" "759.2 Other delivery operation or manipulation : rotation with forceps"
"7593" "759.3 Other delivery operation or manipulation : incision or dilation of cervix" "7593" "759.3 Other delivery operation or manipulation : incision or dilation of cervix"
"7594" "759.4 Other delivery operation or manipulation : enlargement of outlet nec" "7594" "759.4 Other delivery operation or manipulation : enlargement of outlet nec"
"760" "760 Episiotomy" "760" "760 Episiotomy"
"7601" "760.1 Episiotomy : includes subsequent suture" "7601" "760.1 Episiotomy : includes subsequent suture"
"7602" "760.2 Episiotomy : incision of vagina (obstetric)" "7602" "760.2 Episiotomy : incision of vagina (obstetric)"
"762" "762 Assisted breech delivery, not elsewhere classified" "762" "762 Assisted breech delivery, not elsewhere classified"
"763" "763 Failed (trial) forceps" "763" "763 Failed (trial) forceps"
"764" "764 Caesarean section with hysterectomy" "764" "764 Caesarean section with hysterectomy"
"765" "765 Caesarean section-classical - upper segment" "765" "765 Caesarean section-classical - upper segment"
"7651" "765.1 Caesarean section-classical - upper segment : with sterilisation" "7651" "765.1 Caesarean section-classical - upper segment : with sterilisation"
"7652" "765.2 Caesarean section-classical - upper segment : repeated" "7652" "765.2 Caesarean section-classical - upper segment : repeated"
"766" "766 Caesarean section - lower segment" "766" "766 Caesarean section - lower segment"
"7661" "766.1 Caesarean section - lower segment : with sterilisation" "7661" "766.1 Caesarean section - lower segment : with sterilisation"
"7662" "766.2 Caesarean section - lower segment : repeated" "7662" "766.2 Caesarean section - lower segment : repeated"
"769" "769 Caesarean section, not otherwise stated" "769" "769 Caesarean section, not otherwise stated"
"7693" "769.3 Caesarean section, not otherwise stated : extraperitoneal" "7693" "769.3 Caesarean section, not otherwise stated : extraperitoneal"
"7694" "769.4 Caesarean section, not otherwise stated : other specified" "7694" "769.4 Caesarean section, not otherwise stated : other specified"
"7695" "769.5 Caesarean section, not otherwise stated : unspecified, with sterilization" "7695" "769.5 Caesarean section, not otherwise stated : unspecified, with sterilization"
"7696" "769.6 Caesarean section, not otherwise stated : unspecified, repeated operation" "7696" "769.6 Caesarean section, not otherwise stated : unspecified, repeated operation"
"770" "770 Manual exploration of uterus" "770" "770 Manual exploration of uterus"
"771" "771 Other removal of retained products" "771" "771 Other removal of retained products"
"7711" "771.1 Other removal of retained products : retained products, not otherwise stated" "7711" "771.1 Other removal of retained products : retained products, not otherwise stated"
"772" "772 Reposition of inverted uterus" "772" "772 Reposition of inverted uterus"
"774" "774 Repair of uterus or cervix" "774" "774 Repair of uterus or cervix"
"775" "775 Repair of vagina and pelvic floor" "775" "775 Repair of vagina and pelvic floor"
"776" "776 Repair of perineum and sphincter ani" "776" "776 Repair of perineum and sphincter ani"
"777" "777 Minor repair of laceration" "777" "777 Minor repair of laceration"
"779" "779 Other obstetric operation or procedure" "779" "779 Other obstetric operation or procedure"
"7791" "779.1 Other obstetric operation or procedure : sterilization, open operation" "7791" "779.1 Other obstetric operation or procedure : sterilization, open operation"
"7792" "779.2 Other obstetric operation or procedure : sterilization by laparoscope" "7792" "779.2 Other obstetric operation or procedure : sterilization by laparoscope"
"7793" "779.3 Other obstetric operation or procedure : tamponed of uterus, or vagina" "7793" "779.3 Other obstetric operation or procedure : tamponed of uterus, or vagina"
"780" "780 Manipulation of closed fracture" "780" "780 Manipulation of closed fracture"
"7801" "780.1 Manipulation of closed fracture : shoulder, upper arm" "7801" "780.1 Manipulation of closed fracture : shoulder, upper arm"
"7802" "780.2 Manipulation of closed fracture : at elbow, forearm" "7802" "780.2 Manipulation of closed fracture : at elbow, forearm"
"7803" "780.3 Manipulation of closed fracture : at wrist" "7803" "780.3 Manipulation of closed fracture : at wrist"
"7804" "780.4 Manipulation of closed fracture : hand, fingers" "7804" "780.4 Manipulation of closed fracture : hand, fingers"
"7805" "780.5 Manipulation of closed fracture : hip, thigh" "7805" "780.5 Manipulation of closed fracture : hip, thigh"
"7806" "780.6 Manipulation of closed fracture : at knee, lower leg" "7806" "780.6 Manipulation of closed fracture : at knee, lower leg"
"7807" "780.7 Manipulation of closed fracture : at ankle" "7807" "780.7 Manipulation of closed fracture : at ankle"
"7808" "780.8 Manipulation of closed fracture : other specified site" "7808" "780.8 Manipulation of closed fracture : other specified site"
"781" "781 Open reduction, not elsewhere classified" "781" "781 Open reduction, not elsewhere classified"
"7811" "781.1 Open reduction, not elsewhere classified : shoulder, upper arm" "7811" "781.1 Open reduction, not elsewhere classified : shoulder, upper arm"
"7812" "781.2 Open reduction, not elsewhere classified : at elbow, forearm" "7812" "781.2 Open reduction, not elsewhere classified : at elbow, forearm"
"7813" "781.3 Open reduction, not elsewhere classified : at wrist" "7813" "781.3 Open reduction, not elsewhere classified : at wrist"
"7814" "781.4 Open reduction, not elsewhere classified : hand, fingers" "7814" "781.4 Open reduction, not elsewhere classified : hand, fingers"
"7815" "781.5 Open reduction, not elsewhere classified : hip, thigh" "7815" "781.5 Open reduction, not elsewhere classified : hip, thigh"
"7816" "781.6 Open reduction, not elsewhere classified : at knee, lower leg" "7816" "781.6 Open reduction, not elsewhere classified : at knee, lower leg"
"7817" "781.7 Open reduction, not elsewhere classified : at ankle" "7817" "781.7 Open reduction, not elsewhere classified : at ankle"
"7818" "781.8 Open reduction, not elsewhere classified : other specified site" "7818" "781.8 Open reduction, not elsewhere classified : other specified site"
"782" "782 Reduction with internal fixation" "782" "782 Reduction with internal fixation"
"7821" "782.1 Reduction with internal fixation : shoulder, upper arm" "7821" "782.1 Reduction with internal fixation : shoulder, upper arm"
"7822" "782.2 Reduction with internal fixation : at elbow, forearm" "7822" "782.2 Reduction with internal fixation : at elbow, forearm"
"7823" "782.3 Reduction with internal fixation : at wrist" "7823" "782.3 Reduction with internal fixation : at wrist"
"7824" "782.4 Reduction with internal fixation : hand, fingers" "7824" "782.4 Reduction with internal fixation : hand, fingers"
"7825" "782.5 Reduction with internal fixation : hip, thigh" "7825" "782.5 Reduction with internal fixation : hip, thigh"
"7826" "782.6 Reduction with internal fixation : at knee, lower leg" "7826" "782.6 Reduction with internal fixation : at knee, lower leg"
"7827" "782.7 Reduction with internal fixation : at ankle" "7827" "782.7 Reduction with internal fixation : at ankle"
"7828" "782.8 Reduction with internal fixation : other specified site" "7828" "782.8 Reduction with internal fixation : other specified site"
"783" "783 Elevation of depressed fragments, not elsewhere classified" "783" "783 Elevation of depressed fragments, not elsewhere classified"
"7831" "783.1 Elevation of depressed fragments, not elsewhere classified : shoulder, upper arm" "7831" "783.1 Elevation of depressed fragments, not elsewhere classified : shoulder, upper arm"
"7832" "783.2 Elevation of depressed fragments, not elsewhere classified : at elbow, forearm" "7832" "783.2 Elevation of depressed fragments, not elsewhere classified : at elbow, forearm"
"7833" "783.3 Elevation of depressed fragments, not elsewhere classified : at wrist" "7833" "783.3 Elevation of depressed fragments, not elsewhere classified : at wrist"
"7834" "783.4 Elevation of depressed fragments, not elsewhere classified : hand, fingers" "7834" "783.4 Elevation of depressed fragments, not elsewhere classified : hand, fingers"
"7835" "783.5 Elevation of depressed fragments, not elsewhere classified : hip, thigh" "7835" "783.5 Elevation of depressed fragments, not elsewhere classified : hip, thigh"
"7836" "783.6 Elevation of depressed fragments, not elsewhere classified : at knee, lower leg" "7836" "783.6 Elevation of depressed fragments, not elsewhere classified : at knee, lower leg"
"7837" "783.7 Elevation of depressed fragments, not elsewhere classified : at ankle" "7837" "783.7 Elevation of depressed fragments, not elsewhere classified : at ankle"
"7838" "783.8 Elevation of depressed fragments, not elsewhere classified : other specified site" "7838" "783.8 Elevation of depressed fragments, not elsewhere classified : other specified site"
"784" "784 Wound toilet of compound fracture, not elsewhere classified" "784" "784 Wound toilet of compound fracture, not elsewhere classified"
"7841" "784.1 Wound toilet of compound fracture, not elsewhere classified : shoulder, upper arm" "7841" "784.1 Wound toilet of compound fracture, not elsewhere classified : shoulder, upper arm"
"7842" "784.2 Wound toilet of compound fracture, not elsewhere classified : at elbow, forearm" "7842" "784.2 Wound toilet of compound fracture, not elsewhere classified : at elbow, forearm"
"7843" "784.3 Wound toilet of compound fracture, not elsewhere classified : at wrist" "7843" "784.3 Wound toilet of compound fracture, not elsewhere classified : at wrist"
"7844" "784.4 Wound toilet of compound fracture, not elsewhere classified : hand, fingers" "7844" "784.4 Wound toilet of compound fracture, not elsewhere classified : hand, fingers"
"7845" "784.5 Wound toilet of compound fracture, not elsewhere classified : hip, thigh" "7845" "784.5 Wound toilet of compound fracture, not elsewhere classified : hip, thigh"
"7846" "784.6 Wound toilet of compound fracture, not elsewhere classified : at knee, lower leg" "7846" "784.6 Wound toilet of compound fracture, not elsewhere classified : at knee, lower leg"
"7847" "784.7 Wound toilet of compound fracture, not elsewhere classified : at ankle" "7847" "784.7 Wound toilet of compound fracture, not elsewhere classified : at ankle"
"7848" "784.8 Wound toilet of compound fracture, not elsewhere classified : other specified site" "7848" "784.8 Wound toilet of compound fracture, not elsewhere classified : other specified site"
"785" "785 Removal of internal fixation" "785" "785 Removal of internal fixation"
"7851" "785.1 Removal of internal fixation : shoulder, upper arm" "7851" "785.1 Removal of internal fixation : shoulder, upper arm"
"7852" "785.2 Removal of internal fixation : at elbow, forearm" "7852" "785.2 Removal of internal fixation : at elbow, forearm"
"7853" "785.3 Removal of internal fixation : at wrist" "7853" "785.3 Removal of internal fixation : at wrist"
"7854" "785.4 Removal of internal fixation : hand, fingers" "7854" "785.4 Removal of internal fixation : hand, fingers"
"7855" "785.5 Removal of internal fixation : hip, thigh" "7855" "785.5 Removal of internal fixation : hip, thigh"
"7856" "785.6 Removal of internal fixation : at knee, lower leg" "7856" "785.6 Removal of internal fixation : at knee, lower leg"
"7857" "785.7 Removal of internal fixation : at ankle" "7857" "785.7 Removal of internal fixation : at ankle"
"7858" "785.8 Removal of internal fixation : other specified site" "7858" "785.8 Removal of internal fixation : other specified site"
"786" "786 Surgical fracture" "786" "786 Surgical fracture"
"7861" "786.1 Surgical fracture : shoulder, upper arm" "7861" "786.1 Surgical fracture : shoulder, upper arm"
"7862" "786.2 Surgical fracture : at elbow, forearm" "7862" "786.2 Surgical fracture : at elbow, forearm"
"7863" "786.3 Surgical fracture : at wrist" "7863" "786.3 Surgical fracture : at wrist"
"7864" "786.4 Surgical fracture : hand, fingers" "7864" "786.4 Surgical fracture : hand, fingers"
"7865" "786.5 Surgical fracture : hip, thigh" "7865" "786.5 Surgical fracture : hip, thigh"
"7866" "786.6 Surgical fracture : at knee, lower leg" "7866" "786.6 Surgical fracture : at knee, lower leg"
"7867" "786.7 Surgical fracture : at ankle" "7867" "786.7 Surgical fracture : at ankle"
"7868" "786.8 Surgical fracture : other specified site" "7868" "786.8 Surgical fracture : other specified site"
"788" "788 Operative treatment of multiple injuries" "788" "788 Operative treatment of multiple injuries"
"7881" "788.1 Operative treatment of multiple injuries : multiple limb fractures" "7881" "788.1 Operative treatment of multiple injuries : multiple limb fractures"
"789" "789 Skeletal traction" "789" "789 Skeletal traction"
"7891" "789.1 Skeletal traction : infixed pin" "7891" "789.1 Skeletal traction : infixed pin"
"7892" "789.2 Skeletal traction : skull caliper" "7892" "789.2 Skeletal traction : skull caliper"
"790" "790 Incision of bone" "790" "790 Incision of bone"
"791" "791 Division of bone" "791" "791 Division of bone"
"7915" "791.5 Division of bone : femur" "7915" "791.5 Division of bone : femur"
"7918" "791.8 Division of bone : bones of foot" "7918" "791.8 Division of bone : bones of foot"
"792" "792 Partial ostectomy" "792" "792 Partial ostectomy"
"793" "793 Complete ostectomy" "793" "793 Complete ostectomy"
"7936" "793.6 Complete ostectomy : patellectomy" "7936" "793.6 Complete ostectomy : patellectomy"
"794" "794 Excision of lesion of bone" "794" "794 Excision of lesion of bone"
"7941" "794.1 Excision of lesion of bone : seguestrectomy (local)" "7941" "794.1 Excision of lesion of bone : seguestrectomy (local)"
"7942" "794.2 Excision of lesion of bone : exostosis" "7942" "794.2 Excision of lesion of bone : exostosis"
"795" "795 Reconstruction of bone" "795" "795 Reconstruction of bone"
"7951" "795.1 Reconstruction of bone : internal fixation" "7951" "795.1 Reconstruction of bone : internal fixation"
"796" "796 Bone graft, or implant, not elsewhere classified" "796" "796 Bone graft, or implant, not elsewhere classified"
"7961" "796.1 Bone graft, or implant, not elsewhere classified : with metallic fixation" "7961" "796.1 Bone graft, or implant, not elsewhere classified : with metallic fixation"
"797" "797 Other bone fusion" "797" "797 Other bone fusion"
"7971" "797.1 Other bone fusion : stapling of epiphysis to diaphysis" "7971" "797.1 Other bone fusion : stapling of epiphysis to diaphysis"
"7972" "797.2 Other bone fusion : closed reduction of slipped epiphysis" "7972" "797.2 Other bone fusion : closed reduction of slipped epiphysis"
"7973" "797.3 Other bone fusion : open reduction of slipped epiphysis" "7973" "797.3 Other bone fusion : open reduction of slipped epiphysis"
"798" "798 Puncture of bone" "798" "798 Puncture of bone"
"7981" "798.1 Puncture of bone : biopsy of bone" "7981" "798.1 Puncture of bone : biopsy of bone"
"7982" "798.2 Puncture of bone : biopsy of marrow" "7982" "798.2 Puncture of bone : biopsy of marrow"
"7983" "798.3 Puncture of bone : bone marrow transplant" "7983" "798.3 Puncture of bone : bone marrow transplant"
"799" "799 Other operations on bone" "799" "799 Other operations on bone"
"800" "800 Arthrotomy" "800" "800 Arthrotomy"
"8001" "800.1 Arthrotomy : drainage" "8001" "800.1 Arthrotomy : drainage"
"8002" "800.2 Arthrotomy : exploration" "8002" "800.2 Arthrotomy : exploration"
"8003" "800.3 Arthrotomy : removal of loose cartilage, synovial fringe" "8003" "800.3 Arthrotomy : removal of loose cartilage, synovial fringe"
"8004" "800.4 Arthrotomy : foreign body removal" "8004" "800.4 Arthrotomy : foreign body removal"
"8005" "800.5 Arthrotomy : drilling of articular surface" "8005" "800.5 Arthrotomy : drilling of articular surface"
"801" "801 Joint puncture" "801" "801 Joint puncture"
"8011" "801.1 Joint puncture : aspiration" "8011" "801.1 Joint puncture : aspiration"
"8012" "801.2 Joint puncture : arthography" "8012" "801.2 Joint puncture : arthography"
"8013" "801.3 Joint puncture: therapeutic injection" "8013" "801.3 Joint puncture: therapeutic injection"
"803" "803 Excision of joint lesion, not elsewhere classified" "803" "803 Excision of joint lesion, not elsewhere classified"
"804" "804 Manipulation of joint, not elsewhere classified" "804" "804 Manipulation of joint, not elsewhere classified"
"8041" "804.1 Manipulation of joint, not elsewhere classified : jaw" "8041" "804.1 Manipulation of joint, not elsewhere classified : jaw"
"805" "805 Closed reduction of dislocation" "805" "805 Closed reduction of dislocation"
"8051" "805.1 Closed reduction of dislocation : jaw" "8051" "805.1 Closed reduction of dislocation : jaw"
"806" "806 Open reduction of dislocation" "806" "806 Open reduction of dislocation"
"8061" "806.1 Open reduction of dislocation : jaw" "8061" "806.1 Open reduction of dislocation : jaw"
"8062" "806.2 Open reduction of dislocation : internal fixation" "8062" "806.2 Open reduction of dislocation : internal fixation"
"807" "807 Arthrodesis of hip" "807" "807 Arthrodesis of hip"
"8071" "807.1 Arthrodesis of hip : intra-articular, with nail" "8071" "807.1 Arthrodesis of hip : intra-articular, with nail"
"8072" "807.2 Arthrodesis of hip : extra-articular with graft" "8072" "807.2 Arthrodesis of hip : extra-articular with graft"
"8073" "807.3 Arthrodesis of hip : with nail and graft" "8073" "807.3 Arthrodesis of hip : with nail and graft"
"808" "808 Arthrodesis of foot" "808" "808 Arthrodesis of foot"
"809" "809 Other arthrodesis, not elsewhere classified" "809" "809 Other arthrodesis, not elsewhere classified"
"810" "810 Total hip replacement" "810" "810 Total hip replacement"
"811" "811 Other arthroplasty of hip" "811" "811 Other arthroplasty of hip"
"812" "812 Arthroplasty of knee" "812" "812 Arthroplasty of knee"
"8121" "812.1 Arthroplasty of knee : with patellectomy" "8121" "812.1 Arthroplasty of knee : with patellectomy"
"813" "813 Arthroplasty of shoulder" "813" "813 Arthroplasty of shoulder"
"8131" "813.1 Arthroplasty of shoulder : repair of capsule" "8131" "813.1 Arthroplasty of shoulder : repair of capsule"
"814" "814 Other arthroplasty, not elsewhere classified" "814" "814 Other arthroplasty, not elsewhere classified"
"8141" "814.1 Other arthroplasty, not elsewhere classified : foot and toes" "8141" "814.1 Other arthroplasty, not elsewhere classified : foot and toes"
"8142" "814.2 Other arthroplasty, not elsewhere classified : jaw" "8142" "814.2 Other arthroplasty, not elsewhere classified : jaw"
"8143" "814.3 Other arthroplasty, not elsewhere classified : hand and finger" "8143" "814.3 Other arthroplasty, not elsewhere classified : hand and finger"
"8145" "814.5 Other arthroplasty: revision" "8145" "814.5 Other arthroplasty: revision"
"815" "815 Correction of club foot, not elsewhere classified" "815" "815 Correction of club foot, not elsewhere classified"
"816" "816 Ostectomy for hallux valgus, not elsewhere classified" "816" "816 Ostectomy for hallux valgus, not elsewhere classified"
"8161" "816.1 Ostectomy for hallux valgus, not elsewhere classified : phalangectomy (keller)" "8161" "816.1 Ostectomy for hallux valgus, not elsewhere classified : phalangectomy (keller)"
"8162" "816.2 Ostectomy for hallux valgus, not elsewhere classified : metatarsectomy" "8162" "816.2 Ostectomy for hallux valgus, not elsewhere classified : metatarsectomy"
"820" "820 Excision of internal structure of knee" "820" "820 Excision of internal structure of knee"
"821" "821 Extirpation of other joint structures" "821" "821 Extirpation of other joint structures"
"8212" "821.2 Extirpation of other joint structures : synovectomy excision of synovial membrane" "8212" "821.2 Extirpation of other joint structures : synovectomy excision of synovial membrane"
"822" "822 Other operations on joints or cartilage" "822" "822 Other operations on joints or cartilage"
"8221" "822.1 Other operations on joints or cartilage : biopsy" "8221" "822.1 Other operations on joints or cartilage : biopsy"
"825" "825 Capsulotomy" "825" "825 Capsulotomy"
"826" "826 Other operations on joint capsule" "826" "826 Other operations on joint capsule"
"8261" "826.1 Other operations on joint capsule : biopsy" "8261" "826.1 Other operations on joint capsule : biopsy"
"8262" "826.2 Other operations on joint capsule : capsuloplasty, plication" "8262" "826.2 Other operations on joint capsule : capsuloplasty, plication"
"8264" "826.4 Other operations on joint capsule : injection of ligaments" "8264" "826.4 Other operations on joint capsule : injection of ligaments"
"827" "827 Excision" "827" "827 Excision"
"8271" "827.1 Excision : biopsy" "8271" "827.1 Excision : biopsy"
"828" "828 Other operations on bursa" "828" "828 Other operations on bursa"
"8281" "828.1 Other operations on bursa : aspiration" "8281" "828.1 Other operations on bursa : aspiration"
"8282" "828.2 Other operations on bursa : injection" "8282" "828.2 Other operations on bursa : injection"
"829" "829 Incision of muscle" "829" "829 Incision of muscle"
"8293" "829.3 Incision of muscle : hand" "8293" "829.3 Incision of muscle : hand"
"830" "830 Division of muscle" "830" "830 Division of muscle"
"8301" "830.1 Division of muscle : drainage of abscess" "8301" "830.1 Division of muscle : drainage of abscess"
"8302" "830.2 Division of muscle : division, transection of muscle" "8302" "830.2 Division of muscle : division, transection of muscle"
"831" "831 Myectomy" "831" "831 Myectomy"
"8311" "831.1 Myectomy : shortening of muscle" "8311" "831.1 Myectomy : shortening of muscle"
"832" "832 Excision of lesion of muscle" "832" "832 Excision of lesion of muscle"
"8321" "832.1 Excision of lesion of muscle : biopsy" "8321" "832.1 Excision of lesion of muscle : biopsy"
"833" "833 Suture of muscle" "833" "833 Suture of muscle"
"834" "834 Plastic repair of muscle, not elsewhere classified" "834" "834 Plastic repair of muscle, not elsewhere classified"
"835" "835 Reattachment of muscle, not elsewhere classified" "835" "835 Reattachment of muscle, not elsewhere classified"
"837" "837 Reattachment of muscles of hand" "837" "837 Reattachment of muscles of hand"
"838" "838 Reconstruction of thumb" "838" "838 Reconstruction of thumb"
"8382" "838.2 Reconstruction of thumb : with free skin graft" "8382" "838.2 Reconstruction of thumb : with free skin graft"
"8385" "838.5 Reconstruction of thumb : with pedicle skin graft" "8385" "838.5 Reconstruction of thumb : with pedicle skin graft"
"839" "839 Other operations on muscle" "839" "839 Other operations on muscle"
"840" "840 Tenotomy of tendon of achilles" "840" "840 Tenotomy of tendon of achilles"
"841" "841 Tenotomy, not elsewhere classified" "841" "841 Tenotomy, not elsewhere classified"
"8413" "841.3 Tenotomy, not elsewhere classified : hand" "8413" "841.3 Tenotomy, not elsewhere classified : hand"
"842" "842 Incision of tendon sheath" "842" "842 Incision of tendon sheath"
"8423" "842.3 Incision of tendon sheath : hand" "8423" "842.3 Incision of tendon sheath : hand"
"843" "843 Tenectomy" "843" "843 Tenectomy"
"844" "844 Excision of lesion of tendon" "844" "844 Excision of lesion of tendon"
"8443" "844.3 Excision of lesion of tendon : hand" "8443" "844.3 Excision of lesion of tendon : hand"
"845" "845 Tenorrhaphy" "845" "845 Tenorrhaphy"
"8453" "845.3 Tenorrhaphy : hand" "8453" "845.3 Tenorrhaphy : hand"
"8457" "845.7 Tenorrhaphy : achilles" "8457" "845.7 Tenorrhaphy : achilles"
"846" "846 Tenodesis" "846" "846 Tenodesis"
"8463" "846.3 Tenodesis : hand" "8463" "846.3 Tenodesis : hand"
"8466" "846.6 Tenodesis : knee" "8466" "846.6 Tenodesis : knee"
"848" "848 Reconstruction of tendon, not elsewhere classified" "848" "848 Reconstruction of tendon, not elsewhere classified"
"8481" "848.1 Reconstruction of tendon, not elsewhere classified : thumb" "8481" "848.1 Reconstruction of tendon, not elsewhere classified : thumb"
"8483" "848.3 Reconstruction of tendon, not elsewhere classified : hand" "8483" "848.3 Reconstruction of tendon, not elsewhere classified : hand"
"8486" "848.6 Reconstruction of tendon, not elsewhere classified : knee" "8486" "848.6 Reconstruction of tendon, not elsewhere classified : knee"
"8487" "848.7 Reconstruction of tendon, not elsewhere classified : achilles" "8487" "848.7 Reconstruction of tendon, not elsewhere classified : achilles"
"851" "851 Repair of mallet finger" "851" "851 Repair of mallet finger"
"852" "852 Other operations on tendon" "852" "852 Other operations on tendon"
"8523" "852.3 Other operations on tendon : hand" "8523" "852.3 Other operations on tendon : hand"
"8526" "852.6 Other operations on tendon : knee" "8526" "852.6 Other operations on tendon : knee"
"854" "854 Fasciotomy" "854" "854 Fasciotomy"
"8543" "854.3 Fasciotomy : hand" "8543" "854.3 Fasciotomy : hand"
"8545" "854.5 Fasciotomy : thigh" "8545" "854.5 Fasciotomy : thigh"
"8546" "854.6 Fasciotomy : knee" "8546" "854.6 Fasciotomy : knee"
"8548" "854.8 Fasciotomy : foot (steindler)" "8548" "854.8 Fasciotomy : foot (steindler)"
"855" "855 Fasciectomy and excision of lesion" "855" "855 Fasciectomy and excision of lesion"
"8553" "855.3 Fasciectomy and excision of lesion : hand" "8553" "855.3 Fasciectomy and excision of lesion : hand"
"857" "857 Fasciorrhaphy" "857" "857 Fasciorrhaphy"
"8573" "857.3 Fasciorrhaphy : hand" "8573" "857.3 Fasciorrhaphy : hand"
"858" "858 Fascioplasty" "858" "858 Fascioplasty"
"8583" "858.3 Fascioplasty : hand" "8583" "858.3 Fascioplasty : hand"
"859" "859 Other operations on fascia" "859" "859 Other operations on fascia"
"8593" "859.3 Other operations on fascia : hand" "8593" "859.3 Other operations on fascia : hand"
"860" "860 Reimplantation of severed limb" "860" "860 Reimplantation of severed limb"
"8601" "860.1 Reimplantation of severed limb : thumb" "8601" "860.1 Reimplantation of severed limb : thumb"
"8602" "860.2 Reimplantation of severed limb : other fingers" "8602" "860.2 Reimplantation of severed limb : other fingers"
"8603" "860.3 Reimplantation of severed limb : hand" "8603" "860.3 Reimplantation of severed limb : hand"
"8604" "860.4 Reimplantation of severed limb : arm" "8604" "860.4 Reimplantation of severed limb : arm"
"8605" "860.5 Reimplantation of severed limb : foot" "8605" "860.5 Reimplantation of severed limb : foot"
"8606" "860.6 Reimplantation of severed limb : leg" "8606" "860.6 Reimplantation of severed limb : leg"
"8607" "860.7 Reimplantation of severed limb : toe" "8607" "860.7 Reimplantation of severed limb : toe"
"861" "861 Removal of upper limb" "861" "861 Removal of upper limb"
"862" "862 Amputation of arm" "862" "862 Amputation of arm"
"863" "863 Amputation through forearm" "863" "863 Amputation through forearm"
"864" "864 Amputation of hand" "864" "864 Amputation of hand"
"865" "865 Amputation of thumb" "865" "865 Amputation of thumb"
"866" "866 Amputation of finger" "866" "866 Amputation of finger"
"8663" "866.3 Amputation of finger : polydactyl" "8663" "866.3 Amputation of finger : polydactyl"
"867" "867 Other disarticulation, upper limb, not elsewhere classified" "867" "867 Other disarticulation, upper limb, not elsewhere classified"
"868" "868 Implantation bio-electric prosthesis" "868" "868 Implantation bio-electric prosthesis"
"870" "870 Removal of lower limb" "870" "870 Removal of lower limb"
"871" "871 Amputation through thigh" "871" "871 Amputation through thigh"
"8711" "871.1 Amputation through thigh : neck of femur" "8711" "871.1 Amputation through thigh : neck of femur"
"8712" "871.2 Amputation through thigh : above knee" "8712" "871.2 Amputation through thigh : above knee"
"8713" "871.3 Amputation through thigh : transcondylar" "8713" "871.3 Amputation through thigh : transcondylar"
